Protein.IDs	Majority.protein.IDs	Fasta.headers	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P00425|COX5B_YEAST;sp|P00424|COX5A_YEAST	sp|P00425|COX5B_YEAST;sp|P00424|COX5A_YEAST	sp|P00425|COX5B_YEAST Cytochrome c oxidase polypeptide 5B, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX5B PE=1 SV=3;sp|P00424|COX5A_YEAST Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevis	21.8171429336956	NA	NA	NA	21.9645862377625	21.7291626597663	NA	NA	21.8622680652094	21.7048053813665	NA	21.8607914650308	NA	21.5370154921104	21.9646919878114	NA	NA	NA	21.483306049789	NA	NA	NA	NA	NA	22.0694982809252	NA	21.5895286298453
sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX6 PE=1 SV=1	21.0560290555985	20.6173741944784	20.2479460512439	22.5754940067989	22.5818965782307	22.1672649983691	20.5674622325639	21.1007880807238	23.9791069580875	20.8603747146648	24.524264790087	NA	23.9978300115929	21.2021573112962	21.257530565496	21.5815518399937	22.6023182808117	21.7184576222556	23.6147035544503	23.4941162935233	23.0243679864024	NA	21.3311771914967	21.2552268603504	23.2424612293917	23.0388714454418	22.8790851193961
sp|P00441ups|SODC_HUMAN_UPS	sp|P00441ups|SODC_HUMAN_UPS	sp|P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	24.2680662029194	24.095228307694	24.0984446618094	NA	NA	NA	24.8475674210631	NA	24.9227048893832	NA	NA	22.8181187166485	NA	NA	NA	26.1142410058138	26.4507959351173	26.0749007587144	23.363592593315	23.1825907590226	NA	NA	NA	NA	NA	NA	22.6639897377256
sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD1 PE=1 SV=2	29.4130047593109	28.929086803844	29.2404081323556	29.1245517392982	29.4177197824266	28.9260351542981	29.2818226947377	29.3512970549123	29.2531133974364	29.4096707753519	29.3561128073321	27.7719688570107	28.6433043639085	29.2989614779372	28.7853459499627	29.6166677413308	28.4173978780261	29.6580251709412	29.4563257420717	28.7948256412571	28.7232524274762	28.7454779944012	29.0676881636658	29.5648362901668	28.3146680125523	28.2674948102525	29.5574235006922
sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD2 PE=1 SV=1	NA	NA	NA	24.6117803870644	NA	NA	NA	NA	26.3333355448782	NA	24.4985663314033	NA	24.3643275883729	NA	24.5340967130597	NA	NA	NA	NA	24.5752516253058	24.590351303337	25.7647875816841	24.7548593731712	NA	26.4496787682641	25.82534333576	25.4063615105205
sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS1 PE=1 SV=1	23.5541475718542	22.6522191537201	22.8390361275642	23.5370629031767	22.6730787011001	NA	22.7328928050165	23.1684285115599	23.8738015457249	22.8525668454337	23.746118992786	NA	23.4969220261068	22.536968079486	23.7899474944062	24.2955806228828	22.986729509601	22.9632107812738	24.1034158828975	24.5402595534611	23.7586762308949	24.4040563407869	23.8969834767735	NA	22.6303426782279	23.8107842064898	24.5265350577227
sp|P00549|KPYK1_YEAST;sp|P52489|KPYK2_YEAST	sp|P00549|KPYK1_YEAST	sp|P00549|KPYK1_YEAST Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC19 PE=1 SV=2	31.8097727890016	31.4017190045985	31.4083147732636	32.1736112840581	31.8232383710694	30.5493115070517	32.0205555126817	32.0265039613544	31.6615716018979	31.5558157151604	32.0349219532932	30.5353803387745	32.3213880973033	31.571451882524	31.9448912427496	32.2399644869477	31.2336933771566	32.0387856449156	31.8104241618483	31.720123784253	32.042280238843	31.9584723463047	32.2144832327149	31.790676229906	31.7778032977672	31.4293705196922	31.8531863919758
sp|P00560|PGK_YEAST	sp|P00560|PGK_YEAST	sp|P00560|PGK_YEAST Phosphoglycerate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGK1 PE=1 SV=2	31.2654506759143	30.6607644284563	30.0978572074328	31.7521464519799	30.988815745141	29.0210455338141	31.1829918033804	30.9726116380421	31.7547765627186	30.7827710318207	31.2245803217475	28.1460819794042	31.7059850260957	30.8017020692515	31.6793839202454	31.7197159091433	29.6423061376548	31.4672327601343	31.051417527661	31.4056800832666	31.4894151517737	31.7611723960727	31.7863980024085	31.1681209798617	30.9722007698864	30.3486826741266	31.2672938762405
sp|P00709ups|LALBA_HUMAN_UPS	sp|P00709ups|LALBA_HUMAN_UPS	sp|P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	24.840477525467	24.3065384715238	23.7403654655557	NA	NA	NA	25.7799411288017	25.1910293854582	25.2202962488387	NA	NA	20.8258625028744	NA	NA	NA	26.9330330629127	26.815800153597	27.0394656309888	NA	21.8565805428985	NA	NA	NA	NA	NA	NA	NA
sp|P00724|INV2_YEAST	sp|P00724|INV2_YEAST	sp|P00724|INV2_YEAST Invertase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUC2 PE=1 SV=1	22.0784192653334	NA	NA	NA	NA	NA	21.8914870660134	21.6210019278082	22.0468349159049	NA	NA	NA	NA	NA	21.8258236931029	22.4711492682571	NA	NA	NA	21.8289251804251	21.9369326239906	NA	22.554592598699	NA	NA	NA	23.1208396595713
sp|P00729|CBPY_YEAST	sp|P00729|CBPY_YEAST	sp|P00729|CBPY_YEAST Carboxypeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRC1 PE=1 SV=1	23.4777839541035	21.6581382469341	23.4643842134323	23.6708766401846	23.1853309788769	21.7242990076175	23.2649923030494	23.8055785748646	NA	23.1877942445125	23.3194824937101	21.5742239372137	22.7646812981633	23.26026144609	23.4803750684078	23.4883658159169	22.0476338425499	23.8992905342915	23.1591248303746	NA	22.9233579552513	21.0731321516992	22.9869551354462	NA	22.1200327964017	23.8406696030922	23.8440268285314
sp|P00812|ARGI_YEAST	sp|P00812|ARGI_YEAST	sp|P00812|ARGI_YEAST Arginase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAR1 PE=1 SV=1	23.746016452181	22.7635471198127	23.6244420767882	25.1160472405113	23.7431423522518	NA	22.6294535663958	22.4689391923718	24.9721980303727	23.0140497649501	23.5822182596134	23.4180255250929	24.4031462461065	23.0702028538885	25.3129211673763	23.8557634910336	NA	23.6990115025136	23.2841858682827	24.6100912462077	24.9220696806874	25.4955503386448	24.4314144564074	23.8541470258327	24.0575502231789	NA	24.3361311360205
sp|P00815|HIS2_YEAST	sp|P00815|HIS2_YEAST	sp|P00815|HIS2_YEAST Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3	25.0969579892596	22.796339103809	24.2501023409717	25.155994786949	24.9733372192758	24.272629215501	24.4364431587226	24.5330273899415	23.0686621782991	24.2295669649073	24.6359979214007	23.1873260944414	23.5510989628635	24.8714533323075	25.0390472159508	25.1319473673082	24.0249597225772	24.613242711117	23.0350158523008	23.3630578161646	24.4020403587479	25.3126788634232	24.8856252573059	24.222214138019	24.4524307884592	24.7154966156314	24.685226585301
sp|P00817|IPYR_YEAST	sp|P00817|IPYR_YEAST	sp|P00817|IPYR_YEAST Inorganic pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPP1 PE=1 SV=4	27.2217717744502	27.3221674748766	24.359375847286	28.3634004305946	26.0133768601723	25.856666021586	27.7494476011543	26.3303635561741	27.8922656086285	27.3287725652348	27.6951129336181	26.0656868078895	28.2492072931186	24.4582008237019	28.2032650241429	28.5286154864393	26.1106416489994	27.6956439707239	28.3043030628915	27.8683242745438	28.1554737389541	28.2435438837853	28.3968084432566	27.8260832135973	26.0387961086676	25.7092249883994	27.2245343240418
sp|P00830|ATPB_YEAST	sp|P00830|ATPB_YEAST	sp|P00830|ATPB_YEAST ATP synthase subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2	27.2390881708739	26.6909907550205	25.4084038632592	28.1925351338437	27.6367170975772	26.5164408987874	27.6095700286231	27.7617985365648	27.9781469359445	26.9670825133518	28.0708129326717	24.6817462749172	28.2376758408141	27.4415810347727	28.3085187402737	28.1980271875172	25.6680381518132	28.2535417477271	28.0017431944782	27.8697955417182	28.2195117616156	28.0236914191629	28.0753089049908	27.747528187539	27.6901249315044	27.7283220462979	28.185935850765
sp|P00890|CISY1_YEAST	sp|P00890|CISY1_YEAST	sp|P00890|CISY1_YEAST Citrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIT1 PE=1 SV=2	27.4062479616604	27.188484865995	26.4345355886432	27.9866882856823	25.6131021674261	25.6293979787085	27.4126414261519	26.9719130925394	27.2797655724021	26.1171378254135	26.3330113149833	25.550277081638	27.5882079437972	26.0053673847751	27.8207378677662	27.8138447851779	26.2929684892414	27.5945573103883	26.3697782372875	27.6845178183789	27.7062897509354	27.7090540397244	27.7842541216728	25.6822018698812	27.1701643814316	25.3953871733347	27.4605305131238
sp|P00899|TRPE_YEAST	sp|P00899|TRPE_YEAST	sp|P00899|TRPE_YEAST Anthranilate synthase component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP2 PE=1 SV=4	24.2374661514051	23.3346999246289	23.5912648351332	23.5483967359291	22.8145050183496	23.8715473342649	23.5088161049173	24.2487278977772	23.5975297557396	23.1067737781079	24.4210472810015	23.7657741263522	23.8582322339727	23.6677404629302	23.9750005712472	23.7793650876517	24.0775720204631	22.4395661237855	22.6876524778216	23.730241248282	23.7361384645201	23.4681188648601	23.8188013722388	22.8384976362875	21.945888151586	23.0601259342979	24.5558449636229
sp|P00915ups|CAH1_HUMAN_UPS	sp|P00915ups|CAH1_HUMAN_UPS	sp|P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	25.1122336324332	23.0142711586544	23.8045942703706	NA	NA	NA	25.934518567626	24.0854549534098	25.950113729424	NA	NA	NA	NA	NA	NA	27.5734758049535	26.7793149862456	27.6642447923975	21.4520662509133	NA	NA	NA	NA	NA	NA	18.4869528326587	NA
sp|P00918ups|CAH2_HUMAN_UPS	sp|P00918ups|CAH2_HUMAN_UPS	sp|P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	24.5589419427651	24.5453359374686	24.1551455751279	NA	NA	NA	25.9433325416587	26.7577356771246	26.2265935837468	NA	21.450959503844	NA	NA	NA	NA	27.8240810291033	26.6214268056434	27.5290252530338	NA	22.3268507734564	NA	NA	NA	NA	NA	18.5171464886495	NA
sp|P00924|ENO1_YEAST	sp|P00924|ENO1_YEAST	sp|P00924|ENO1_YEAST Enolase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO1 PE=1 SV=3	28.9701309549368	26.1837041279406	25.6308147961122	29.3585670665702	28.5022212362739	25.9382929646534	28.9545466242509	26.3085708159206	29.0253822427269	28.109087771922	28.9347491338506	25.6484223188988	29.045779404921	27.9469836217109	29.2035684226789	29.3861146321517	27.317689726139	29.387697064318	28.9193726025966	28.6068199553744	29.0129188499079	29.1291047336275	29.2426583838544	29.0746456086437	28.5837682176282	28.4261441858263	29.4812762401518
sp|P00925|ENO2_YEAST	sp|P00925|ENO2_YEAST	sp|P00925|ENO2_YEAST Enolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENO2 PE=1 SV=2	31.8358644904295	30.9234446683276	30.6847853185031	31.8389850516407	31.564790873125	30.2272227263039	31.6124115476397	31.6407385617999	31.8093128192732	31.2173175482027	31.7041718183447	30.3006205763256	31.3413307395068	31.3600857757576	31.4339031495222	32.1719723487023	30.7398088025836	31.8687952433037	31.7396478773139	31.5851750126295	31.3632228661995	31.8576050632428	31.6615716018979	31.3735271311314	31.9041176358647	31.4525800337219	31.9093851099182
sp|P00931|TRP_YEAST	sp|P00931|TRP_YEAST	sp|P00931|TRP_YEAST Tryptophan synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP5 PE=1 SV=1	24.5227692422566	24.322992618624	24.3772952726742	25.6928272440807	24.5174324727869	24.1662231642601	24.9669725392662	24.9714526894346	24.4554441206527	25.1960674687465	24.5282652300114	24.4955198418835	25.2954404941817	24.4871393472203	25.3455010821557	24.706302926774	24.3236798780886	24.7402110372422	25.4053879444581	25.1956545569493	25.5125581934704	25.639369415991	25.7951849536589	24.5127390163121	24.9033879907704	24.2197056157858	24.9108165430875
sp|P00937|TRPG_YEAST	sp|P00937|TRPG_YEAST	sp|P00937|TRPG_YEAST Multifunctional tryptophan biosynthesis protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRP3 PE=1 SV=2	NA	NA	NA	NA	NA	22.0186240038676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1879754231184	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P00942|TPIS_YEAST	sp|P00942|TPIS_YEAST	sp|P00942|TPIS_YEAST Triosephosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPI1 PE=1 SV=2	30.079663772012	30.3059560333296	29.7892075056835	30.0119864030552	30.2999658969734	30.0369533185718	30.2664004974422	30.3682801114614	30.1716443380884	30.3824704990913	30.2995292789657	29.4178203628236	29.675342696188	30.3397921476101	29.6060433449444	30.3146247993298	30.2410449231653	30.5977925721274	30.324744483673	29.2310971509926	29.706174457214	29.3698614209033	30.0074487830897	30.0149149232432	29.8558169460713	30.1047459844446	30.3722301399794
sp|P00950|PMG1_YEAST	sp|P00950|PMG1_YEAST	sp|P00950|PMG1_YEAST Phosphoglycerate mutase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPM1 PE=1 SV=3	30.0432259155873	29.2151431421048	29.0577825973504	30.0683034073046	29.7203521439556	27.3950112011839	29.5664884980319	29.6398937764673	29.7541075347642	29.8105084356698	30.5157794706322	27.7636990704201	30.8217568330129	29.1495989452085	30.4749871192536	30.2719750601775	29.2443154148824	29.2970817731972	29.8600425305057	30.868353714596	30.4733428017081	31.1507976042487	30.0280201938018	29.9480983175677	29.1479749299203	29.1292521580136	29.9191168282779
sp|P00958|SYMC_YEAST	sp|P00958|SYMC_YEAST	sp|P00958|SYMC_YEAST Methionine--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MES1 PE=1 SV=4	23.4698583991827	NA	21.3018444660527	22.8656132164364	22.3426964826007	22.6034959541389	21.644208367255	NA	23.3870601899526	NA	23.1699733086493	NA	24.38574446251	NA	23.3533977742195	22.6425788252513	NA	23.0591028048008	23.0224558654586	23.4677458344661	24.365195736409	23.5929761496839	23.9032500636165	NA	NA	NA	24.253713052239
sp|P01008ups|ANT3_HUMAN_UPS;CON__P41361	sp|P01008ups|ANT3_HUMAN_UPS	sp|P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	24.7455549292465	24.0189465436642	24.3253279662768	NA	NA	NA	26.1206419407336	25.7647875816841	24.941900852609	NA	NA	NA	NA	NA	NA	27.7929036595694	27.3383263070349	27.8880899326573	NA	20.4773392954343	21.7102817904103	NA	NA	NA	NA	NA	NA
sp|P01031ups|CO5_HUMAN_UPS	sp|P01031ups|CO5_HUMAN_UPS	sp|P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	23.4533731310481	NA	NA	NA	NA	NA	NA	NA	26.323422194154	25.9731182143356	25.78001624765	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P01094|IPA3_YEAST	sp|P01094|IPA3_YEAST	sp|P01094|IPA3_YEAST Protease A inhibitor 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PAI3 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4989193081423	21.5665334987602	NA
sp|P01098|STF1_YEAST	sp|P01098|STF1_YEAST	sp|P01098|STF1_YEAST ATPase-stabilizing factor 9 kDa, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STF1 PE=1 SV=2	21.3244904233909	21.2863028092948	21.5667657382676	22.2855128479729	22.7533808101034	22.1154996543667	21.3236111668729	NA	NA	NA	21.2455689535664	21.5717730082752	21.5845827130431	21.7865217045336	21.5447701562107	NA	22.4808680867948	22.7887533751154	21.1469365415277	NA	21.1405227541027	NA	NA	21.6654868609181	23.0975930260479	22.6477912847062	22.6362192445645
sp|P01112ups|RASH_HUMAN_UPS	sp|P01112ups|RASH_HUMAN_UPS	sp|P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	24.041514112389	22.6671557314202	22.9068318910027	NA	NA	NA	23.508574346217	24.1787365696989	24.0835085434804	NA	20.8075058657905	NA	NA	NA	NA	26.4107991305305	25.7811675804756	26.5000415653643	21.5390527623381	NA	21.5679727814279	NA	NA	NA	NA	NA	NA
sp|P01123|YPT1_YEAST	sp|P01123|YPT1_YEAST	sp|P01123|YPT1_YEAST GTP-binding protein YPT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPT1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	22.2276147683663	NA	NA	NA	NA	NA	NA	22.3309584439066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P01127ups|PDGFB_HUMAN_UPS	sp|P01127ups|PDGFB_HUMAN_UPS	sp|P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	22.4656550799391	NA	NA	NA	NA	NA	23.2756869038456	23.9082987900013	24.7083568854175	NA	NA	NA	NA	NA	NA	24.7677956989396	26.5491756138917	26.3077200115487	21.5290759070022	21.3405520987549	NA	NA	NA	NA	NA	NA	NA
sp|P01133ups|EGF_HUMAN_UPS	sp|P01133ups|EGF_HUMAN_UPS	sp|P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	22.7780819434745	22.7754117537959	22.6173966158982	NA	NA	NA	23.7362417095941	24.1762273358543	NA	NA	NA	NA	NA	NA	NA	25.010861336597	25.1581541641173	25.0355277304707	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P01344ups|IGF2_HUMAN_UPS	sp|P01344ups|IGF2_HUMAN_UPS	sp|P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	25.5631094366657	24.8217720359998	25.1765317179517	NA	NA	NA	26.3958774245908	25.8969834767735	26.54844083459	NA	21.5210923860634	NA	NA	NA	NA	27.5695699802371	26.8030426277096	26.8411016842711	23.6047857618104	23.7373769180256	23.6954050282151	NA	NA	NA	NA	NA	NA
sp|P01375ups|TNFA_HUMAN_UPS	sp|P01375ups|TNFA_HUMAN_UPS	sp|P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	21.917105430862	NA	NA	NA	NA	NA	24.1365700126628	NA	24.1703554289113	NA	NA	NA	NA	NA	NA	26.9178657228781	26.4094563285295	27.2757756932749	22.0147138441649	22.0642770087325	22.1942121923302	NA	NA	NA	NA	NA	NA
sp|P01579ups|IFNG_HUMAN_UPS	sp|P01579ups|IFNG_HUMAN_UPS	sp|P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	24.9484659782759	25.0570956943848	25.0625406113668	NA	NA	NA	25.7098034336577	26.3512422858501	25.4458486649571	19.9602791552783	NA	22.3532900762525	NA	NA	NA	26.8254161274571	27.2951777161765	26.9395489058195	23.5809540985057	23.1882471483726	23.5784224482669	NA	NA	NA	NA	NA	NA
sp|P02144ups|MYG_HUMAN_UPS	sp|P02144ups|MYG_HUMAN_UPS	sp|P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	24.0238605907204	24.5310053923563	24.2615532190826	NA	NA	NA	25.4176071240564	25.6121742355268	NA	NA	NA	21.5862790576101	NA	NA	NA	26.8487616062491	26.9247900366931	27.0097727597915	22.8169476978822	NA	NA	NA	NA	NA	NA	NA	NA
sp|P02294|H2B2_YEAST;sp|P02293|H2B1_YEAST	sp|P02294|H2B2_YEAST;sp|P02293|H2B1_YEAST	sp|P02294|H2B2_YEAST Histone H2B.2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTB2 PE=1 SV=2;sp|P02293|H2B1_YEAST Histone H2B.1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HTB1 PE=1 SV=2	22.0238436744573	22.3701808014251	NA	22.4404535382726	22.9203986542537	NA	23.0002909653021	NA	26.1242361892005	25.7646610527954	25.7192622165709	19.8108822456351	25.763471138507	NA	23.378751003243	23.4601398881949	NA	26.1008121372016	22.2790925000942	25.8949502098835	22.3807601440421	25.9744317455713	23.627896300973	25.9638016828677	NA	NA	23.7269199344907
sp|P02309|H4_YEAST	sp|P02309|H4_YEAST	sp|P02309|H4_YEAST Histone H4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HHF1 PE=1 SV=2	25.5141847837295	25.7551650936727	22.1505666674208	26.4285102036658	24.0249597225772	NA	25.7299561230001	25.9835713859349	26.0706901187582	24.5197135089429	25.1326926927487	22.8557064701437	26.3805190627176	23.0365760940851	25.6318695601186	25.8249550513348	NA	26.262503369005	25.8510755103467	25.3425879827762	25.9851795479582	25.7906436078291	26.5657116513315	25.2062029718418	23.8109802781184	22.2023067994313	25.7793149862456
sp|P02400|RLA4_YEAST	sp|P02400|RLA4_YEAST	sp|P02400|RLA4_YEAST 60S acidic ribosomal protein P2-beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPP2B PE=1 SV=2	26.8960827234108	25.7588032857384	25.8983912206485	27.3706929933748	25.5149372141677	25.2876771570726	26.9078176281565	26.3012967663617	26.013291659969	26.8595835049683	26.7796907043885	25.6347246538849	26.0120343721676	25.6101194147674	26.9266007618017	27.2022843771984	26.1554351353193	27.0495752204132	26.8979298166178	26.1998719525769	26.2447055617452	26.295808302997	26.0320837406735	26.8963137394307	26.025656814482	26.75798994132	27.4093268357681
sp|P02406|RL28_YEAST	sp|P02406|RL28_YEAST	sp|P02406|RL28_YEAST 60S ribosomal protein L28 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL28 PE=1 SV=3	27.1383875876142	25.8147250289465	15.4064707685293	26.9534924078789	21.9426705620657	NA	26.6193291533945	25.796596556407	27.0692770067938	26.3157565586817	26.9303282202345	NA	26.8869278745672	23.1439978338955	27.1139629227287	27.5974729242791	19.8682196986211	27.2202962488387	27.1147573036647	27.197417990765	26.9737751294449	27.1655716356798	27.1606757699782	26.8389399831477	23.443542551106	23.2470913268596	27.0655840993826
sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST	sp|P14127|RS17B_YEAST;sp|P02407|RS17A_YEAST	sp|P14127|RS17B_YEAST 40S ribosomal protein S17-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS17B PE=1 SV=1;sp|P02407|RS17A_YEAST 40S ribosomal protein S17-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN	27.7555726202573	25.6693094037477	26.1765507397007	27.5676130953522	25.7280884556061	25.4304257520331	27.5027902943723	26.6691201393325	27.6727658678956	27.5498806501196	27.5770108514529	25.5673229606019	27.4718128714584	27.1593288953423	27.1836662723616	27.9880437180908	26.5974729242791	27.8657311945238	27.5614351429671	27.0974805082599	27.6389967282246	27.7062897509354	27.3192412893367	27.7257244672006	26.2587169776229	26.2114669642804	27.7451573883773
sp|P02557|TBB_YEAST	sp|P02557|TBB_YEAST	sp|P02557|TBB_YEAST Tubulin beta chain OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TUB2 PE=1 SV=2	NA	NA	NA	23.7958042477218	NA	NA	NA	NA	24.3929661592503	NA	23.2053082309742	21.4695106600736	24.4511104739026	NA	24.3457717693446	24.5471025751533	NA	23.9001201726881	24.1306126652623	24.4921612563262	24.2232457925002	24.5152079930882	24.4449329788169	NA	NA	23.8921729470118	NA
sp|P02741ups|CRP_HUMAN_UPS	sp|P02741ups|CRP_HUMAN_UPS	sp|P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	22.6057580121157	NA	NA	NA	NA	NA	NA	NA	24.7255164586877	NA	NA	NA	NA	NA	NA	25.7721325113743	23.6220974107256	24.8110783039408	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P02753ups|RET4_HUMAN_UPS	sp|P02753ups|RET4_HUMAN_UPS	sp|P02753ups|RET4_HUMAN_UPS Retinol-binding protein 4 OS=Homo sapiens GN=RBP4 PE=1 SV=3	21.1413338352983	NA	NA	NA	NA	NA	NA	22.6192787722437	NA	NA	NA	NA	NA	NA	NA	24.2854564056091	NA	24.4440483162438	NA	NA	21.6867980031219	NA	NA	NA	NA	NA	NA
sp|P02787ups|TRFE_HUMAN_UPS	sp|P02787ups|TRFE_HUMAN_UPS	sp|P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	25.6493820590422	25.5506000193895	24.3893598295802	NA	NA	NA	26.5042005906254	26.9299897580533	26.8945802169236	NA	NA	NA	NA	NA	NA	28.4517550641054	27.7292300951779	28.5271990329472	NA	NA	22.7141658465507	NA	NA	NA	NA	NA	NA
