Protein.IDs	Majority.protein.IDs	Fasta.headers	50000amol-25000amol_PValue	25000amol-12500amol_PValue	12500amol-5000amol_PValue	5000amol-2500amol_PValue	2500amol-500amol_PValue	500amol-250amol_PValue	250amol-125amol_PValue	125amol-50amol_PValue	50000amol-5000amol_PValue	50000amol-25000amol_AdjPVal	25000amol-12500amol_AdjPVal	12500amol-5000amol_AdjPVal	5000amol-2500amol_AdjPVal	2500amol-500amol_AdjPVal	500amol-250amol_AdjPVal	250amol-125amol_AdjPVal	125amol-50amol_AdjPVal	50000amol-5000amol_AdjPVal	50000amol-25000amol_log2FoldChange	25000amol-12500amol_log2FoldChange	12500amol-5000amol_log2FoldChange	5000amol-2500amol_log2FoldChange	2500amol-500amol_log2FoldChange	500amol-250amol_log2FoldChange	250amol-125amol_log2FoldChange	125amol-50amol_log2FoldChange	50000amol-5000amol_log2FoldChange	featureAvg	Sample1_Tr_1	Sample1_Tr_2	Sample1_Tr_3	Sample2_Tr_1	Sample2_Tr_2	Sample2_Tr_3	Sample3_Tr_1	Sample3_Tr_2	Sample3_Tr_3	Sample4_Tr_1	Sample4_Tr_2	Sample4_Tr_3	Sample5_Tr_1	Sample5_Tr_2	Sample5_Tr_3	Sample6_Tr_1	Sample6_Tr_2	Sample6_Tr_3	Sample7_Tr_1	Sample7_Tr_2	Sample7_Tr_3	Sample8_Tr_1	Sample8_Tr_2	Sample8_Tr_3	Sample9_Tr_1	Sample9_Tr_2	Sample9_Tr_3
sp|P0C2I3|YD15B_YEAST;sp|P0CX57|YA11A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX70|YD15A_YEAST;sp|P0CX71|YE11A_YEAST;sp|P0CX72|YL12A_YEAST;sp|P0CX73|YP11A_YEAST;sp|Q07793|YD13B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|O74302|YD13A_YEAST;sp|Q12414|YP11B_YEAST;sp|Q03612|YE11B_YEAST;sp|Q12141|YG11B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P47098|YJ11B_YEAST;sp|P47100|YJ12B_YEAST;sp|Q03434|YM12B_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|P0CX76|YM12A_YEAST;sp|P47099|YJ12A_YEAST;sp|Q12085|YG11A_YEAST;sp|P0CX75|YL13A_YEAST;sp|P0CX74|YJ11A_YEAST;sp|P0C2I8|YL14A_YEAST;sp|Q12273|YO11B_YEAST;sp|Q99337|YN12B_YEAST;sp|Q92392|YO11A_YEAST;sp|Q12470|YN12A_YEAST;sp|Q12112|YN11B_YEAST;sp|Q12391|YN11A_YEAST	sp|P0C2I3|YD15B_YEAST;sp|P0CX57|YA11A_YEAST;sp|P0CX58|YP12A_YEAST;sp|P0CX70|YD15A_YEAST;sp|P0CX71|YE11A_YEAST;sp|P0CX72|YL12A_YEAST;sp|P0CX73|YP11A_YEAST;sp|Q07793|YD13B_YEAST;sp|P0C2I5|YL12B_YEAST;sp|P0C2I9|YP12B_YEAST;sp|O74302|YD13A_YEAST;sp|Q12414|YP11B_YEAST;sp|Q03612|YE11B_YEAST;sp|Q12141|YG11B_YEAST;sp|P0C2J1|YP14B_YEAST;sp|P0C2I6|YL13B_YEAST;sp|P47098|YJ11B_YEAST;sp|P47100|YJ12B_YEAST;sp|Q03434|YM12B_YEAST;sp|Q6Q5H1|YP14A_YEAST;sp|P0CX76|YM12A_YEAST;sp|P47099|YJ12A_YEAST;sp|Q12085|YG11A_YEAST;sp|P0CX75|YL13A_YEAST;sp|P0CX74|YJ11A_YEAST;sp|P0C2I8|YL14A_YEAST;sp|Q12273|YO11B_YEAST;sp|Q99337|YN12B_YEAST;sp|Q92392|YO11A_YEAST;sp|Q12470|YN12A_YEAST	sp|P0C2I3|YD15B_YEAST Transposon Ty1-DR6 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY1B-DR6 PE=3 SV=1;sp|P0CX57|YA11A_YEAST Transposon Ty1-A Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S	0.410380652697932	0.186254480261533	0.72348875811516	0.826573065208663	0.233946194662975	0.286831090914388	0.164046191551947	0.836750275548065	0.0183749899611111	0.684625415798954	0.704954274880228	0.993362783940045	0.997935466225821	0.614994920818578	0.908215936237943	0.612086327618555	0.919219835516083	0.095881526563993	0.148477721691336	0.241721775613769	0.0633590074658628	0.0391976235428331	0.216741640985337	-0.193241658923334	0.255126102054163	-0.0368608725199664	0.453558504770967	26.9990559597601	27.1185246512943	27.2604229809819	26.8531715164541	26.4460696055985	26.7611644685017	26.8813369292555	27.1336923931546	27.3498428632047	27.4737492192123	26.7114848659792	27.0741862247708	27.1387781649542	26.6585359860302	27.0670213535093	27.1283919699787	27.4957942895306	27.4456119052879	27.4613114458271	27.1399492629344	26.7924072483677	27.1096856150306	26.8663209402872	26.6945817009725	26.7133216914885	26.9328078529465	26.315186470287	26.9511592976821
sp|O74700|TIM9_YEAST	sp|O74700|TIM9_YEAST	sp|O74700|TIM9_YEAST Mitochondrial import inner membrane translocase subunit TIM9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM9 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.6540564526454	22.5716341518571	22.3507838293921	22.6824108594297	22.7301997790156	23.0072894402324	NA	NA	NA	22.3299463046428	22.4930413509338	22.4977261428437	NA	NA	22.5976206814201	NA	NA	NA	22.5599689049161	22.526761888119	22.53257565988	22.7099243519915	22.8833428431725	22.6627518108964
sp|O76070ups|SYUG_HUMAN_UPS	sp|O76070ups|SYUG_HUMAN_UPS	sp|O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.7318472650119	24.8528620708218	24.8730035819267	NA	NA	NA	26.1882962044228	26.8266287820136	26.3782052764	22.0154286647077	NA	NA	NA	NA	NA	28.4809297022485	28.4685539451161	28.6136150856965	23.4524936304516	22.4556071632589	22.4904729061734	NA	NA	NA	NA	NA	NA
sp|O94742|SEM1_YEAST	sp|O94742|SEM1_YEAST	sp|O94742|SEM1_YEAST 26S proteasome complex subunit SEM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEM1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2896271876297	NA	NA	NA	NA	20.8587823777172	NA	21.5337878788945	NA	21.238647307864	NA	NA	21.0079908447828	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5037306450383	21.3277828709974	21.4819767625415	21.2571276825506	21.3608899392656
sp|P00044|CYC1_YEAST	sp|P00044|CYC1_YEAST	sp|P00044|CYC1_YEAST Cytochrome c iso-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC1 PE=1 SV=2	0.000274247228112787	0.514413491387808	0.498810980803423	0.623548009532676	0.166413065757194	0.611965523783657	0.408082575115246	0.000979803075137145	0.00626798374215074	0.0158606313591895	0.888067072196862	0.993362783940045	0.997935466225821	0.551373086415268	0.924568444273921	0.776922009007234	0.0147822463944604	0.0558973617544417	0.819057964248838	-0.123327947947896	-0.127993238729747	0.0926244800138392	-0.266870287722533	-0.0957474210457328	-0.157010460120301	-0.717540711682929	0.567736777571195	25.0540791024065	24.6771823946537	24.7459139042874	24.651299626074	25.141762588201	25.5917213842006	25.0059027354269	24.3488810271018	24.7919851645067	24.5635458895629	24.6503137670806	24.6877912821715	24.8423971519107	25.0235645274753	25.1960674687465	25.0487233312458	25.6726040309959	24.8817103337782	25.6072716091438	24.8817103337782	24.7443748105378	24.8322904968883	24.9317038156447	25.0482244309068	25.0011848177789	26.1547980261663	25.59340366133	26.143807155381
sp|P00045|CYC7_YEAST	sp|P00045|CYC7_YEAST	sp|P00045|CYC7_YEAST Cytochrome c iso-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC7 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3080812306127	21.1145786060864	21.5446286762203	21.1858602556464	NA	NA	NA	NA	NA	NA	21.1947231947356	18.9428638199346	20.7624728791262	NA	20.9806416659785	21.377242309329	NA	NA	NA	21.3594964969394	19.076893866143	NA	22.0962261445778	22.1980253134601	21.9446377193437
sp|P00128|QCR7_YEAST	sp|P00128|QCR7_YEAST	sp|P00128|QCR7_YEAST Cytochrome b-c1 complex subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR7 PE=1 SV=2	0.336909925361083	0.799518882881312	0.931980058897087	0.349623969676142	0.129825132578614	0.400313287965605	0.00140012947940647	0.411603829894002	0.425637421519693	0.663969539324219	0.966453736421577	0.993362783940045	0.997935466225821	0.507022130860414	0.916636632358522	0.160688055271676	0.6132360212408	0.691785411088213	-0.592887132768368	0.154983892105307	-0.0520464550062378	-0.577097700807439	0.953035692813266	-0.517757022510693	2.25042256194733	-0.564857728333525	-0.489949695669299	23.0739295275035	23.2234373042769	23.5460428521619	23.4155777675939	21.3599789946815	21.2759426026099	21.3794650974326	23.2197351531819	24.180027504106	23.2502469430607	23.8038063429666	24.0919240861186	24.1767599623885	23.994294732253	23.2874305756535	23.4849290726595	23.749907880687	21.5251613751888	23.5962789461677	22.4886845270655	24.0784681296678	23.7740446323181	24.4060046125764	21.4104886175528	23.3968900829047	NA	21.8682347730956	21.9384051467208
sp|P00167ups|CYB5_HUMAN_UPS	sp|P00167ups|CYB5_HUMAN_UPS	sp|P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4942994425036	24.828857406672	24.7218714465393	NA	NA	NA	25.8113478406144	26.4812685402138	26.2992191999461	NA	NA	NA	NA	NA	NA	27.7152216557142	27.9261482935399	27.9532148544352	23.1506131482443	NA	23.1929790295962	NA	NA	NA	NA	NA	NA
sp|P00175|CYB2_YEAST	sp|P00175|CYB2_YEAST	sp|P00175|CYB2_YEAST Cytochrome b2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYB2 PE=1 SV=1	0.933626224266753	0.382269232235206	0.99705428753244	0.597280472632374	0.615525346862334	0.677222438313017	0.241114236309883	0.842592196106204	0.430096816154945	0.971419189866756	0.818551563082118	0.999210228873592	0.997935466225821	0.865236398200115	0.94186848134115	0.671529258758093	0.919219835516083	0.693608991379682	-0.0234162979431289	0.248066063147458	-0.00103794086372488	0.1490642294164	-0.141647296577769	-0.117286882303532	-0.3354556954008	0.0558565724276647	0.223611824340605	25.054914075653	24.6687144891004	24.7108282896966	25.3628237888126	25.3649620556317	25.0589129509819	25.6575823181843	25.1775965498523	25.2205176739088	25.0884505332909	24.5921777888361	24.9337760064675	24.772333906648	24.2699929841077	25.2054946810877	25.5996025734001	25.1149359791115	24.9812428960241	25.320136988087	25.3110509106696	24.4396168478922	24.994812631639	24.6215944861396	24.9832886857715	25.1183464197738	25.5356695533592	25.3679969573767	25.010221096779
sp|P00330|ADH1_YEAST;sp|P38113|ADH5_YEAST	sp|P00330|ADH1_YEAST	sp|P00330|ADH1_YEAST Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5	0.00533122275110427	0.533795100651822	0.797356452707468	0.969858731539411	0.0967815746957016	0.0635256826867179	0.0545873477584731	0.0479109016202638	0.00226881941008052	0.0902406972991796	0.894563403958088	0.993362783940045	0.997935466225821	0.469695194677042	0.840167066274808	0.449296648719167	0.168782567129254	0.029358269648048	0.204688120591037	0.0414430288305923	-0.017031535830732	0.00250423251700127	-0.114073892991733	0.128613425733032	-0.133677996634635	-0.1379723689179	0.229099613590897	31.0404926908227	30.9332582377284	30.9594054696494	30.9444724025548	31.09288943928	31.0940857822085	31.0511581900653	30.8904837254155	31.0479775153611	31.0230039556478	30.9366316493376	30.9485161065684	30.9955702639678	30.8941031328354	30.9592672672313	30.9837290215832	31.224925257802	31.1854160543116	31.1651882460839	30.9383855154887	30.9933447669109	30.9565004350252	31.0302586659978	31.1071804919385	31.0855005409127	31.2230270881065	31.2751429493225	31.1538804808785
sp|P00331|ADH2_YEAST	sp|P00331|ADH2_YEAST	sp|P00331|ADH2_YEAST Alcohol dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH2 PE=1 SV=3	0.381580222060283	0.00198701253624252	0.131786670470989	0.365344761284473	0.212598638279479	0.909875407588493	0.00315434185939882	0.00668176243673227	0.00927687281279259	0.67388444506699	0.229831116692051	0.898986700210402	0.997935466225821	0.580879743960465	0.982050098901041	0.182426104201899	0.0493313099052361	0.0645742273184656	0.0901467584140683	0.358430622998632	-0.158341727526935	0.0933271461571685	0.129736562371932	-0.0115495315124967	-0.338238175495604	0.305006295129239	0.290235653885766	25.3581695361895	25.2648133863206	25.1196925129393	25.2974710294091	25.5279074335294	25.5556109593175	25.4536557138399	25.5084836762587	25.5541768541551	25.6946082672511	25.3260141144116	25.296176018065	25.2548305403017	25.264348098957	25.2278791300323	25.0302323512107	25.6961748124338	25.676079529848	25.6554547306253	25.4051282158455	25.409116385238	25.3427575101663	25.1398907306074	25.255875149318	25.0920451057371	25.0258891036201	25.1149359791115	25.4813301385675
sp|P00358|G3P2_YEAST	sp|P00358|G3P2_YEAST	sp|P00358|G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3	0.307863897967318	0.0654690850876236	0.967948696461125	0.815242749214757	0.157595611852716	0.582847857984354	0.417273766940353	0.237518896732489	0.356610682768271	0.638326017400933	0.569213498812635	0.993362783940045	0.997935466225821	0.541891979455353	0.924568444273921	0.778945661887208	0.437236377539382	0.623394997081057	0.174337361653834	-0.324776349753535	-0.00677824320090181	0.0394447789820624	-0.244639055836828	-0.0930089207700995	0.137998084882561	-0.202881576563563	-0.157217231300603	27.9840523079464	27.594628493072	28.1103329989503	28.062962558851	28.2420450269014	27.9518262856925	28.075002806109	27.6089358614602	27.3047817491322	27.8798773910203	28.0065662944601	27.9177519322055	27.7456062168642	28.2396345083108	28.1925351338437	28.2506987311961	27.414739422554	27.9379227019281	27.9639449620921	27.8585760983966	27.861891959585	28.0677907224944	28.1524305359917	28.1671520416985	28.0842590333501	28.415102227797	28.4321316402918	28.0302849803048
sp|P00359|G3P3_YEAST	sp|P00359|G3P3_YEAST	sp|P00359|G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH3 PE=1 SV=3	0.883263983970347	0.0582677422652553	0.359346271234361	0.494690327418771	0.856515556584444	0.825274056852493	0.331229024877207	0.128740902423469	0.236801374844468	0.944507249422837	0.569213498812635	0.993362783940045	0.997935466225821	0.959236656334303	0.976576594333237	0.761168686307225	0.312767877123749	0.49649593396393	0.0224647757751697	0.303509220644827	-0.141725386826529	0.10507560053604	-0.0276673189096712	-0.0337881403707669	0.150436205739467	-0.239408477765771	0.184248609593467	32.8840006626591	32.7437659344189	32.806818764804	32.7330748559606	32.9025551987337	32.6310542674449	32.5930572084993	32.7423410106689	33.2617852120026	33.1900609944465	32.579229354644	32.8440462896453	32.9703332697657	32.702315041162	32.8264810442711	33.0491792064632	33.0197108288844	33.0874619712202	33.1544087443389	32.7859889620593	32.9879183940284	32.9349283595754	32.7956773140996	32.8670467337685	32.8138868229159	33.3083722674383	32.7606966646927	32.7758231758442
sp|P00360|G3P1_YEAST	sp|P00360|G3P1_YEAST	sp|P00360|G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH1 PE=1 SV=3	0.130186792455784	0.0944040984410152	0.762997553946871	0.646412327332751	0.481928264140994	0.125426400233798	0.0421655643416572	0.0728999799325573	0.899478273062573	0.44547539781042	0.606768728253314	0.993362783940045	0.997935466225821	0.790084112922425	0.854012247523624	0.436759726165822	0.219015524126384	0.963330125779978	-0.207981504944897	0.23140163358466	-0.0402757046210986	-0.0613668622415666	-0.0944119608700973	0.210755772467504	-0.286095645028876	-0.24949298345506	-0.0168555759813351	27.6370772042023	27.6418928763971	27.4596709986266	27.3528760373333	27.8309859179993	27.8490003247143	27.5886368705258	27.6032157776893	27.8797605641484	27.6656684712733	27.6051956565054	27.4692529064717	27.6849190499679	27.4026747213424	27.4054366383678	27.6022248184426	27.657377878746	27.2992017287223	27.568120690808	27.4148200538264	27.4827000220983	27.6777469502956	27.7011419772583	27.7152216557142	27.6262398625828	28.3058690820856	27.8886706108865	27.8225623706325
sp|P00401|COX1_YEAST	sp|P00401|COX1_YEAST	sp|P00401|COX1_YEAST Cytochrome c oxidase subunit 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2417923388704	NA	NA	NA	22.2231426602433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7451137804538
sp|P00410|COX2_YEAST	sp|P00410|COX2_YEAST	sp|P00410|COX2_YEAST Cytochrome c oxidase subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4030682112706	21.8891860573057	NA	NA	22.4022616040468	NA	21.9655024807661	NA	NA	NA	21.8150329874265	NA	NA	NA	NA	NA	NA	21.9047757234376	22.0763654673484	21.9208892648786	21.8290413565951	NA	21.8781122973492	NA	23.5207328060239	23.3124365187678	22.8141529315924
sp|P00424|COX5A_YEAST;sp|P00425|COX5B_YEAST	sp|P00424|COX5A_YEAST;sp|P00425|COX5B_YEAST	sp|P00424|COX5A_YEAST Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX5A PE=1 SV=1;sp|P00425|COX5B_YEAST Cytochrome c oxidase polypeptide 5B, mitochondrial OS=Saccharomyces cerevis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8171429336956	NA	NA	21.9229588945723	21.9645862377625	21.7291626597663	NA	NA	21.8622680652094	21.7048053813665	NA	21.8607914650308	NA	NA	21.9646919878114	NA	NA	NA	21.483306049789	21.8454823939573	NA	22.1443868955408	NA	NA	22.8033925087502	NA	NA
sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX6 PE=1 SV=1	0.867819810032674	0.694735064241838	0.937696091360025	0.57015782686239	0.561774495932998	0.480643876983023	0.576806251649864	0.16511429612259	0.881937729663027	0.938094148770821	0.949106564141409	0.993362783940045	0.997935466225821	0.83807029132365	0.916636632358522	0.86722431145179	0.353670745398388	0.95784786288911	-0.122962089442769	0.290415172954731	-0.0577351890723037	0.42111460666937	-0.430381359875465	0.524232157246399	-0.413815260942766	-1.05108535302846	0.109717894439658	23.6040361149555	24.2953704247268	23.1655026330711	23.1091515536584	24.1745520854339	24.0979626655776	22.1672649983691	23.0986374152221	24.3635257570109	23.9791069580875	23.6864560714876	24.524264790087	21.2691654970905	23.9978300115929	21.2021573112962	23.9983466436632	23.3780894896174	23.7863621673179	23.9079322050569	23.6147035544503	23.7343821668565	23.3941444573664	23.7624323260759	23.434790077097	23.5738080351186	24.5890942518535	24.8499548037705	24.153986752842
sp|P00431|CCPR_YEAST	sp|P00431|CCPR_YEAST	sp|P00431|CCPR_YEAST Cytochrome c peroxidase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CCP1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3756525041715	NA	NA	NA	NA	NA	NA	22.4668750549366	NA	NA	NA	NA	NA	NA	22.3189862579991	NA	NA	NA	23.7558272659275	22.6379886086261	22.7042143724169
sp|P00441ups|SODC_HUMAN_UPS	sp|P00441ups|SODC_HUMAN_UPS	sp|P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2680662029194	24.095228307694	24.0984446618094	NA	NA	NA	24.8475674210631	25.1355918745039	24.9227048893832	NA	NA	NA	NA	NA	NA	26.4984598128391	26.7366030091787	26.497607381082	23.5461606376084	23.1825907590226	22.9837583725259	NA	NA	NA	NA	NA	NA
sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD1 PE=1 SV=2	0.155532413082326	0.352628671783236	0.734143296760728	0.88753610653361	0.0898117361640824	0.294514652253183	0.26620498131048	0.263569890949257	0.0117942730753102	0.479511421253732	0.818219154358132	0.993362783940045	0.997935466225821	0.454958721882286	0.908215936237943	0.69642282592985	0.46425762517458	0.0744111410387753	0.159900535900206	0.103091293338242	0.0373052548596604	0.0155154493019971	-0.193156148804629	0.116617941928268	0.123911134820126	0.124618553756331	0.300297084098109	29.4652882646767	29.4521479656141	29.4222590263005	29.4831230378002	29.1245517392982	29.4384909873715	29.4939064067288	29.2831483154753	29.7680923789752	29.615563215279	29.4172167752318	29.3473314603738	29.4345196816242	29.4305573525909	29.4949746034945	29.5031505817735	29.8003756941232	29.7020342535429	29.644095569764	29.4563257420717	29.4387289184417	29.3505596046224	29.6387896378573	29.5856137953055	29.5541329304809	29.1480476861317	29.1826958841455	29.3523499018523
sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD2 PE=1 SV=1	0.41859656786936	0.767328834081922	0.587123993282535	0.984776539826858	0.000840312984355309	0.369674607074453	0.352176767063333	7.15857322327395e-05	0.10901602809542	0.691680995479371	0.966453736421577	0.993362783940045	0.997935466225821	0.0564041484253571	0.916636632358522	0.76476212643991	0.0031445225197611	0.300176500809968	0.106039894775666	0.038505902328037	0.0708582414685992	0.00248049592000044	-0.504291997336765	0.117834968769696	-0.1223042489782	-0.640602013555934	0.215404038572302	27.2230966842856	26.8456546663369	27.1133668498484	26.9454774148148	27.5586646543679	27.3950929425954	27.2570089545068	26.8434997816332	27.0881067624384	27.0884100939126	27.0129721143867	26.9279573157718	26.7435532886758	27.2388149245508	27.2290351430874	27.3760037368973	26.9480426032252	27.2761307963573	27.1139629227287	27.0324411217992	26.8131108382191	26.846372246576	27.4144168523926	27.3992556252992	27.3836862331528	28.2628438364708	28.1246996296512	27.7450291260159
sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS1 PE=1 SV=1	0.593921973289123	0.477091191750529	0.231852575791892	0.0684847486463828	0.133281355083525	0.602221950166519	0.603660558966636	0.0594397428705002	0.172229213745904	0.797494001402687	0.865411178961107	0.96518343344805	0.997935466225821	0.508226705648165	0.924568444273921	0.881647401863449	0.194581045057204	0.397099914749693	0.15056782152573	-0.201360697748598	-0.342684474321505	0.535255994662872	-0.434953158683072	-0.147168247583096	-0.146581337534233	-0.555517020089667	-0.393477350544373	24.5375226451447	24.686830055058	23.6124554900439	24.5940589332379	24.697739658434	24.9070611923114	24.8969372979715	24.2986600158148	24.1168008235543	23.8738015457249	23.6847451966463	24.5749052953751	24.0559794252943	24.6269499976422	24.6635663559679	24.7714777825041	24.9555335601242	23.925967266494	23.859465023053	24.7731895230521	24.5402595534611	24.6079488247911	24.4040563407869	24.8893903274513	24.3270427251267	25.383208304005	25.3687297125789	25.416351192402
sp|P00546|CDK1_YEAST	sp|P00546|CDK1_YEAST	sp|P00546|CDK1_YEAST Cyclin-dependent kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC28 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.5972342076949	NA	21.2099697045826	NA	NA	NA	21.0328152260076	20.6873107486696	NA	NA	NA	NA	NA	21.1199694939274	NA	21.129119476744	20.9514127894525	20.8769515361485
sp|P00549|KPYK1_YEAST	sp|P00549|KPYK1_YEAST	sp|P00549|KPYK1_YEAST Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC19 PE=1 SV=2	0.374249656773475	0.179198758656853	0.782881825877867	0.884297514499957	0.107603580568732	0.472751465958761	0.200291891944843	0.0502941526039031	0.0179140777791568	0.67388444506699	0.702621121513312	0.993362783940045	0.997935466225821	0.482239385368832	0.916636632358522	0.656215243052643	0.175832732808455	0.095633615221037	0.0670317519684076	0.102677403229833	0.020598351690758	-0.0108701455268374	-0.124267246479228	0.0539754568440358	-0.0976903881737101	-0.153672199977827	0.190307506888999	32.7900036896057	32.7109596288601	32.6757086366536	32.6875618807609	32.8620841641747	32.8616775473292	32.8252303497056	32.6560824224441	32.9362806201038	32.7898993134162	32.6834891528066	32.6753090418295	32.6862473331467	32.7010551987334	32.772641452209	32.782224245746	32.8829261458371	32.8269166377441	32.8735148282881	32.6730355557253	32.666616810615	32.672782724862	32.8103475450113	32.8229725659892	32.78452715622	33.1183328039607	32.9861050579968	32.9055707991855
